samplename	family	nreads
ClaidentTutorial__Sample09__MiFish	39_Muraenidae	0
ClaidentTutorial__Sample09__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample09__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample09__MiFish	42_Channidae	0
ClaidentTutorial__Sample09__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample09__MiFish	44_Serranidae	0
ClaidentTutorial__Sample09__MiFish	45_Pegasidae	0
ClaidentTutorial__Sample09__MiFish	46_Sillaginidae	0
ClaidentTutorial__Sample09__MiFish	47_Alestidae	0
ClaidentTutorial__Sample09__MiFish	48_Scombridae	0
ClaidentTutorial__Sample09__MiFish	49_Albulidae	0
ClaidentTutorial__Sample09__MiFish	50_Aracanidae	495
ClaidentTutorial__Sample09__MiFish	51_others	2457
ClaidentTutorial__Sample10__MiFish	01_Cyprinidae	1978
ClaidentTutorial__Sample10__MiFish	02_Engraulidae	1479
ClaidentTutorial__Sample10__MiFish	03_Clupeidae	1498
ClaidentTutorial__Sample10__MiFish	04_Gobiidae	492
ClaidentTutorial__Sample10__MiFish	05_Danionidae	988
ClaidentTutorial__Sample10__MiFish	06_Gobionidae	487
ClaidentTutorial__Sample10__MiFish	07_Acheilognathidae	992
ClaidentTutorial__Sample10__MiFish	08_Nemacheilidae	994
ClaidentTutorial__Sample10__MiFish	09_Nothobranchiidae	495
ClaidentTutorial__Sample10__MiFish	10_Siganidae	495
ClaidentTutorial__Sample10__MiFish	11_Poeciliidae	493
ClaidentTutorial__Sample10__MiFish	12_Stomiidae	490
ClaidentTutorial__Sample10__MiFish	13_Leuciscidae	987
ClaidentTutorial__Sample10__MiFish	14_Osphronemidae	497
ClaidentTutorial__Sample10__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample10__MiFish	16_Umbridae	983
ClaidentTutorial__Sample10__MiFish	17_Tetraodontidae	0
ClaidentTutorial__Sample10__MiFish	18_Cobitidae	497
ClaidentTutorial__Sample10__MiFish	19_Notopteridae	494
ClaidentTutorial__Sample10__MiFish	20_Synodontidae	497
ClaidentTutorial__Sample10__MiFish	21_Soleidae	495
ClaidentTutorial__Sample10__MiFish	22_Sinipercidae	490
ClaidentTutorial__Sample10__MiFish	23_Nemipteridae	500
ClaidentTutorial__Sample10__MiFish	24_Centrarchidae	492
ClaidentTutorial__Sample10__MiFish	25_Eleginopidae	493
ClaidentTutorial__Sample10__MiFish	26_Alepocephalidae	492
ClaidentTutorial__Sample10__MiFish	27_Cichlidae	0
ClaidentTutorial__Sample10__MiFish	28_Labridae	0
ClaidentTutorial__Sample10__MiFish	29_Cottidae	494
ClaidentTutorial__Sample10__MiFish	30_Rhombosoleidae	496
ClaidentTutorial__Sample10__MiFish	31_Doradidae	494
ClaidentTutorial__Sample10__MiFish	32_Apogonidae	496
ClaidentTutorial__Sample10__MiFish	33_Molidae	0
ClaidentTutorial__Sample10__MiFish	34_Holocentridae	493
ClaidentTutorial__Sample10__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample10__MiFish	36_Zenionidae	495
ClaidentTutorial__Sample10__MiFish	37_Ariidae	0
ClaidentTutorial__Sample10__MiFish	38_Cyprinodontidae	0
ClaidentTutorial__Sample10__MiFish	39_Muraenidae	493
ClaidentTutorial__Sample10__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample10__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample10__MiFish	42_Channidae	0
ClaidentTutorial__Sample10__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample10__MiFish	44_Serranidae	0
ClaidentTutorial__Sample10__MiFish	45_Pegasidae	488
ClaidentTutorial__Sample10__MiFish	46_Sillaginidae	0
ClaidentTutorial__Sample10__MiFish	47_Alestidae	0
ClaidentTutorial__Sample10__MiFish	48_Scombridae	0
ClaidentTutorial__Sample10__MiFish	49_Albulidae	0
ClaidentTutorial__Sample10__MiFish	50_Aracanidae	491
ClaidentTutorial__Sample10__MiFish	51_others	2464
ClaidentTutorial__Sample11__MiFish	01_Cyprinidae	1479
ClaidentTutorial__Sample11__MiFish	02_Engraulidae	1477
ClaidentTutorial__Sample11__MiFish	03_Clupeidae	986
ClaidentTutorial__Sample11__MiFish	04_Gobiidae	493
ClaidentTutorial__Sample11__MiFish	05_Danionidae	988
ClaidentTutorial__Sample11__MiFish	06_Gobionidae	497
ClaidentTutorial__Sample11__MiFish	07_Acheilognathidae	495
ClaidentTutorial__Sample11__MiFish	08_Nemacheilidae	493
ClaidentTutorial__Sample11__MiFish	09_Nothobranchiidae	494
ClaidentTutorial__Sample11__MiFish	10_Siganidae	494
ClaidentTutorial__Sample11__MiFish	11_Poeciliidae	495
ClaidentTutorial__Sample11__MiFish	12_Stomiidae	493
ClaidentTutorial__Sample11__MiFish	13_Leuciscidae	495
ClaidentTutorial__Sample11__MiFish	14_Osphronemidae	498
ClaidentTutorial__Sample11__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample11__MiFish	16_Umbridae	982
ClaidentTutorial__Sample11__MiFish	17_Tetraodontidae	492
ClaidentTutorial__Sample11__MiFish	18_Cobitidae	486
ClaidentTutorial__Sample11__MiFish	19_Notopteridae	491
ClaidentTutorial__Sample11__MiFish	20_Synodontidae	496
ClaidentTutorial__Sample11__MiFish	21_Soleidae	488
ClaidentTutorial__Sample11__MiFish	22_Sinipercidae	490
ClaidentTutorial__Sample11__MiFish	23_Nemipteridae	494
ClaidentTutorial__Sample11__MiFish	24_Centrarchidae	494
ClaidentTutorial__Sample11__MiFish	25_Eleginopidae	494
ClaidentTutorial__Sample11__MiFish	26_Alepocephalidae	494
ClaidentTutorial__Sample11__MiFish	27_Cichlidae	0
ClaidentTutorial__Sample11__MiFish	28_Labridae	489
ClaidentTutorial__Sample11__MiFish	29_Cottidae	492
ClaidentTutorial__Sample11__MiFish	30_Rhombosoleidae	492
ClaidentTutorial__Sample11__MiFish	31_Doradidae	0
ClaidentTutorial__Sample11__MiFish	32_Apogonidae	497
ClaidentTutorial__Sample11__MiFish	33_Molidae	0
ClaidentTutorial__Sample11__MiFish	34_Holocentridae	0
ClaidentTutorial__Sample11__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample11__MiFish	36_Zenionidae	0
ClaidentTutorial__Sample11__MiFish	37_Ariidae	0
ClaidentTutorial__Sample11__MiFish	38_Cyprinodontidae	486
ClaidentTutorial__Sample11__MiFish	39_Muraenidae	497
ClaidentTutorial__Sample11__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample11__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample11__MiFish	42_Channidae	0
ClaidentTutorial__Sample11__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample11__MiFish	44_Serranidae	0
ClaidentTutorial__Sample11__MiFish	45_Pegasidae	488
ClaidentTutorial__Sample11__MiFish	46_Sillaginidae	0
ClaidentTutorial__Sample11__MiFish	47_Alestidae	0
ClaidentTutorial__Sample11__MiFish	48_Scombridae	0
ClaidentTutorial__Sample11__MiFish	49_Albulidae	0
ClaidentTutorial__Sample11__MiFish	50_Aracanidae	495
ClaidentTutorial__Sample11__MiFish	51_others	4921
ClaidentTutorial__Sample12__MiFish	01_Cyprinidae	1490
ClaidentTutorial__Sample12__MiFish	02_Engraulidae	1469
ClaidentTutorial__Sample12__MiFish	03_Clupeidae	991
ClaidentTutorial__Sample12__MiFish	04_Gobiidae	490
ClaidentTutorial__Sample12__MiFish	05_Danionidae	987
ClaidentTutorial__Sample12__MiFish	06_Gobionidae	992
ClaidentTutorial__Sample12__MiFish	07_Acheilognathidae	0
ClaidentTutorial__Sample12__MiFish	08_Nemacheilidae	495
ClaidentTutorial__Sample12__MiFish	09_Nothobranchiidae	491
ClaidentTutorial__Sample12__MiFish	10_Siganidae	498
ClaidentTutorial__Sample12__MiFish	11_Poeciliidae	491
ClaidentTutorial__Sample12__MiFish	12_Stomiidae	490
ClaidentTutorial__Sample12__MiFish	13_Leuciscidae	0
ClaidentTutorial__Sample12__MiFish	14_Osphronemidae	497
ClaidentTutorial__Sample12__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample12__MiFish	16_Umbridae	496
ClaidentTutorial__Sample12__MiFish	17_Tetraodontidae	493
ClaidentTutorial__Sample12__MiFish	18_Cobitidae	497
ClaidentTutorial__Sample12__MiFish	19_Notopteridae	489
ClaidentTutorial__Sample12__MiFish	20_Synodontidae	493
ClaidentTutorial__Sample12__MiFish	21_Soleidae	494
ClaidentTutorial__Sample12__MiFish	22_Sinipercidae	502
ClaidentTutorial__Sample12__MiFish	23_Nemipteridae	492
ClaidentTutorial__Sample12__MiFish	24_Centrarchidae	498
ClaidentTutorial__Sample12__MiFish	25_Eleginopidae	494
ClaidentTutorial__Sample12__MiFish	26_Alepocephalidae	493
ClaidentTutorial__Sample12__MiFish	27_Cichlidae	0
ClaidentTutorial__Sample12__MiFish	28_Labridae	488
ClaidentTutorial__Sample12__MiFish	29_Cottidae	493
ClaidentTutorial__Sample12__MiFish	30_Rhombosoleidae	496
ClaidentTutorial__Sample12__MiFish	31_Doradidae	0
ClaidentTutorial__Sample12__MiFish	32_Apogonidae	500
ClaidentTutorial__Sample12__MiFish	33_Molidae	0
ClaidentTutorial__Sample12__MiFish	34_Holocentridae	0
ClaidentTutorial__Sample12__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample12__MiFish	36_Zenionidae	0
ClaidentTutorial__Sample12__MiFish	37_Ariidae	0
ClaidentTutorial__Sample12__MiFish	38_Cyprinodontidae	493
ClaidentTutorial__Sample12__MiFish	39_Muraenidae	492
ClaidentTutorial__Sample12__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample12__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample12__MiFish	42_Channidae	0
ClaidentTutorial__Sample12__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample12__MiFish	44_Serranidae	0
ClaidentTutorial__Sample12__MiFish	45_Pegasidae	0
ClaidentTutorial__Sample12__MiFish	46_Sillaginidae	493
ClaidentTutorial__Sample12__MiFish	47_Alestidae	0
ClaidentTutorial__Sample12__MiFish	48_Scombridae	0
ClaidentTutorial__Sample12__MiFish	49_Albulidae	0
ClaidentTutorial__Sample12__MiFish	50_Aracanidae	494
ClaidentTutorial__Sample12__MiFish	51_others	5907
ClaidentTutorial__Sample13__MiFish	01_Cyprinidae	1484
ClaidentTutorial__Sample13__MiFish	02_Engraulidae	1475
ClaidentTutorial__Sample13__MiFish	03_Clupeidae	989
ClaidentTutorial__Sample13__MiFish	04_Gobiidae	492
ClaidentTutorial__Sample13__MiFish	05_Danionidae	993
ClaidentTutorial__Sample13__MiFish	06_Gobionidae	1489
ClaidentTutorial__Sample13__MiFish	07_Acheilognathidae	0
ClaidentTutorial__Sample13__MiFish	08_Nemacheilidae	492
ClaidentTutorial__Sample13__MiFish	09_Nothobranchiidae	492
ClaidentTutorial__Sample13__MiFish	10_Siganidae	494
ClaidentTutorial__Sample13__MiFish	11_Poeciliidae	494
ClaidentTutorial__Sample13__MiFish	12_Stomiidae	490
ClaidentTutorial__Sample13__MiFish	13_Leuciscidae	0
ClaidentTutorial__Sample13__MiFish	14_Osphronemidae	496
ClaidentTutorial__Sample13__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample13__MiFish	16_Umbridae	0
ClaidentTutorial__Sample13__MiFish	17_Tetraodontidae	495
ClaidentTutorial__Sample13__MiFish	18_Cobitidae	493
ClaidentTutorial__Sample13__MiFish	19_Notopteridae	494
ClaidentTutorial__Sample13__MiFish	20_Synodontidae	496
ClaidentTutorial__Sample13__MiFish	21_Soleidae	496
ClaidentTutorial__Sample13__MiFish	22_Sinipercidae	497
ClaidentTutorial__Sample13__MiFish	23_Nemipteridae	499
ClaidentTutorial__Sample13__MiFish	24_Centrarchidae	495
ClaidentTutorial__Sample13__MiFish	25_Eleginopidae	496
ClaidentTutorial__Sample13__MiFish	26_Alepocephalidae	504
ClaidentTutorial__Sample13__MiFish	27_Cichlidae	0
ClaidentTutorial__Sample13__MiFish	28_Labridae	496
ClaidentTutorial__Sample13__MiFish	29_Cottidae	493
ClaidentTutorial__Sample13__MiFish	30_Rhombosoleidae	482
ClaidentTutorial__Sample13__MiFish	31_Doradidae	0
ClaidentTutorial__Sample13__MiFish	32_Apogonidae	501
ClaidentTutorial__Sample13__MiFish	33_Molidae	0
ClaidentTutorial__Sample13__MiFish	34_Holocentridae	0
ClaidentTutorial__Sample13__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample13__MiFish	36_Zenionidae	0
ClaidentTutorial__Sample13__MiFish	37_Ariidae	493
ClaidentTutorial__Sample13__MiFish	38_Cyprinodontidae	493
ClaidentTutorial__Sample13__MiFish	39_Muraenidae	491
ClaidentTutorial__Sample13__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample13__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample13__MiFish	42_Channidae	499
ClaidentTutorial__Sample13__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample13__MiFish	44_Serranidae	489
ClaidentTutorial__Sample13__MiFish	45_Pegasidae	0
ClaidentTutorial__Sample13__MiFish	46_Sillaginidae	0
ClaidentTutorial__Sample13__MiFish	47_Alestidae	0
ClaidentTutorial__Sample13__MiFish	48_Scombridae	0
ClaidentTutorial__Sample13__MiFish	49_Albulidae	0
ClaidentTutorial__Sample13__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample13__MiFish	51_others	5426
ClaidentTutorial__Sample14__MiFish	01_Cyprinidae	491
ClaidentTutorial__Sample14__MiFish	02_Engraulidae	1479
ClaidentTutorial__Sample14__MiFish	03_Clupeidae	1969
ClaidentTutorial__Sample14__MiFish	04_Gobiidae	491
ClaidentTutorial__Sample14__MiFish	05_Danionidae	984
ClaidentTutorial__Sample14__MiFish	06_Gobionidae	1970
ClaidentTutorial__Sample14__MiFish	07_Acheilognathidae	0
ClaidentTutorial__Sample14__MiFish	08_Nemacheilidae	496
ClaidentTutorial__Sample14__MiFish	09_Nothobranchiidae	499
ClaidentTutorial__Sample14__MiFish	10_Siganidae	492
ClaidentTutorial__Sample14__MiFish	11_Poeciliidae	491
ClaidentTutorial__Sample14__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample14__MiFish	13_Leuciscidae	489
ClaidentTutorial__Sample14__MiFish	14_Osphronemidae	491
ClaidentTutorial__Sample14__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample14__MiFish	16_Umbridae	0
ClaidentTutorial__Sample14__MiFish	17_Tetraodontidae	489
ClaidentTutorial__Sample14__MiFish	18_Cobitidae	495
ClaidentTutorial__Sample14__MiFish	19_Notopteridae	495
ClaidentTutorial__Sample14__MiFish	20_Synodontidae	488
ClaidentTutorial__Sample14__MiFish	21_Soleidae	495
ClaidentTutorial__Sample14__MiFish	22_Sinipercidae	490
ClaidentTutorial__Sample14__MiFish	23_Nemipteridae	490
ClaidentTutorial__Sample14__MiFish	24_Centrarchidae	494
ClaidentTutorial__Sample14__MiFish	25_Eleginopidae	496
ClaidentTutorial__Sample14__MiFish	26_Alepocephalidae	494
ClaidentTutorial__Sample14__MiFish	27_Cichlidae	0
ClaidentTutorial__Sample14__MiFish	28_Labridae	500
ClaidentTutorial__Sample14__MiFish	29_Cottidae	493
ClaidentTutorial__Sample14__MiFish	30_Rhombosoleidae	0
ClaidentTutorial__Sample14__MiFish	31_Doradidae	0
ClaidentTutorial__Sample14__MiFish	32_Apogonidae	486
ClaidentTutorial__Sample14__MiFish	33_Molidae	495
ClaidentTutorial__Sample14__MiFish	34_Holocentridae	499
ClaidentTutorial__Sample14__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample14__MiFish	36_Zenionidae	0
ClaidentTutorial__Sample14__MiFish	37_Ariidae	494
ClaidentTutorial__Sample14__MiFish	38_Cyprinodontidae	496
ClaidentTutorial__Sample14__MiFish	39_Muraenidae	486
ClaidentTutorial__Sample14__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample14__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample14__MiFish	42_Channidae	492
ClaidentTutorial__Sample14__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample14__MiFish	44_Serranidae	496
ClaidentTutorial__Sample14__MiFish	45_Pegasidae	0
ClaidentTutorial__Sample14__MiFish	46_Sillaginidae	0
ClaidentTutorial__Sample14__MiFish	47_Alestidae	492
ClaidentTutorial__Sample14__MiFish	48_Scombridae	0
ClaidentTutorial__Sample14__MiFish	49_Albulidae	0
ClaidentTutorial__Sample14__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample14__MiFish	51_others	3924
ClaidentTutorial__Sample15__MiFish	01_Cyprinidae	489
ClaidentTutorial__Sample15__MiFish	02_Engraulidae	1475
ClaidentTutorial__Sample15__MiFish	03_Clupeidae	1480
ClaidentTutorial__Sample15__MiFish	04_Gobiidae	989
ClaidentTutorial__Sample15__MiFish	05_Danionidae	982
ClaidentTutorial__Sample15__MiFish	06_Gobionidae	1476
ClaidentTutorial__Sample15__MiFish	07_Acheilognathidae	0
ClaidentTutorial__Sample15__MiFish	08_Nemacheilidae	0
ClaidentTutorial__Sample15__MiFish	09_Nothobranchiidae	491
ClaidentTutorial__Sample15__MiFish	10_Siganidae	492
ClaidentTutorial__Sample15__MiFish	11_Poeciliidae	500
ClaidentTutorial__Sample15__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample15__MiFish	13_Leuciscidae	0
ClaidentTutorial__Sample15__MiFish	14_Osphronemidae	496
ClaidentTutorial__Sample15__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample15__MiFish	16_Umbridae	0
ClaidentTutorial__Sample15__MiFish	17_Tetraodontidae	0
ClaidentTutorial__Sample15__MiFish	18_Cobitidae	493
ClaidentTutorial__Sample15__MiFish	19_Notopteridae	497
ClaidentTutorial__Sample15__MiFish	20_Synodontidae	487
ClaidentTutorial__Sample15__MiFish	21_Soleidae	0
ClaidentTutorial__Sample15__MiFish	22_Sinipercidae	0
ClaidentTutorial__Sample15__MiFish	23_Nemipteridae	490
ClaidentTutorial__Sample15__MiFish	24_Centrarchidae	491
ClaidentTutorial__Sample15__MiFish	25_Eleginopidae	489
ClaidentTutorial__Sample15__MiFish	26_Alepocephalidae	494
ClaidentTutorial__Sample15__MiFish	27_Cichlidae	0
ClaidentTutorial__Sample15__MiFish	28_Labridae	501
ClaidentTutorial__Sample15__MiFish	29_Cottidae	492
ClaidentTutorial__Sample15__MiFish	30_Rhombosoleidae	0
ClaidentTutorial__Sample15__MiFish	31_Doradidae	0
ClaidentTutorial__Sample15__MiFish	32_Apogonidae	496
ClaidentTutorial__Sample15__MiFish	33_Molidae	498
ClaidentTutorial__Sample15__MiFish	34_Holocentridae	488
ClaidentTutorial__Sample15__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample15__MiFish	36_Zenionidae	0
ClaidentTutorial__Sample15__MiFish	37_Ariidae	495
ClaidentTutorial__Sample15__MiFish	38_Cyprinodontidae	494
ClaidentTutorial__Sample15__MiFish	39_Muraenidae	494
ClaidentTutorial__Sample15__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample15__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample15__MiFish	42_Channidae	493
ClaidentTutorial__Sample15__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample15__MiFish	44_Serranidae	991
ClaidentTutorial__Sample15__MiFish	45_Pegasidae	491
ClaidentTutorial__Sample15__MiFish	46_Sillaginidae	491
ClaidentTutorial__Sample15__MiFish	47_Alestidae	494
ClaidentTutorial__Sample15__MiFish	48_Scombridae	0
ClaidentTutorial__Sample15__MiFish	49_Albulidae	495
ClaidentTutorial__Sample15__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample15__MiFish	51_others	4935
ClaidentTutorial__Sample16__MiFish	01_Cyprinidae	990
ClaidentTutorial__Sample16__MiFish	02_Engraulidae	1474
ClaidentTutorial__Sample16__MiFish	03_Clupeidae	986
ClaidentTutorial__Sample16__MiFish	04_Gobiidae	496
ClaidentTutorial__Sample16__MiFish	05_Danionidae	497
ClaidentTutorial__Sample16__MiFish	06_Gobionidae	1465
ClaidentTutorial__Sample16__MiFish	07_Acheilognathidae	0
ClaidentTutorial__Sample16__MiFish	08_Nemacheilidae	0
ClaidentTutorial__Sample16__MiFish	09_Nothobranchiidae	0
ClaidentTutorial__Sample16__MiFish	10_Siganidae	493
ClaidentTutorial__Sample16__MiFish	11_Poeciliidae	493
ClaidentTutorial__Sample16__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample16__MiFish	13_Leuciscidae	0
ClaidentTutorial__Sample16__MiFish	14_Osphronemidae	495
ClaidentTutorial__Sample16__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample16__MiFish	16_Umbridae	0
ClaidentTutorial__Sample16__MiFish	17_Tetraodontidae	0
ClaidentTutorial__Sample16__MiFish	18_Cobitidae	492
ClaidentTutorial__Sample16__MiFish	19_Notopteridae	491
ClaidentTutorial__Sample16__MiFish	20_Synodontidae	490
ClaidentTutorial__Sample16__MiFish	21_Soleidae	0
ClaidentTutorial__Sample16__MiFish	22_Sinipercidae	0
ClaidentTutorial__Sample16__MiFish	23_Nemipteridae	494
ClaidentTutorial__Sample16__MiFish	24_Centrarchidae	501
ClaidentTutorial__Sample16__MiFish	25_Eleginopidae	493
ClaidentTutorial__Sample16__MiFish	26_Alepocephalidae	492
ClaidentTutorial__Sample16__MiFish	27_Cichlidae	491
ClaidentTutorial__Sample16__MiFish	28_Labridae	486
ClaidentTutorial__Sample16__MiFish	29_Cottidae	492
ClaidentTutorial__Sample16__MiFish	30_Rhombosoleidae	491
ClaidentTutorial__Sample16__MiFish	31_Doradidae	0
ClaidentTutorial__Sample16__MiFish	32_Apogonidae	487
ClaidentTutorial__Sample16__MiFish	33_Molidae	490
ClaidentTutorial__Sample16__MiFish	34_Holocentridae	490
ClaidentTutorial__Sample16__MiFish	35_Pomacanthidae	0
ClaidentTutorial__Sample16__MiFish	36_Zenionidae	490
ClaidentTutorial__Sample16__MiFish	37_Ariidae	992
ClaidentTutorial__Sample16__MiFish	38_Cyprinodontidae	487
ClaidentTutorial__Sample16__MiFish	39_Muraenidae	0
ClaidentTutorial__Sample16__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample16__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample16__MiFish	42_Channidae	490
ClaidentTutorial__Sample16__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample16__MiFish	44_Serranidae	495
ClaidentTutorial__Sample16__MiFish	45_Pegasidae	496
ClaidentTutorial__Sample16__MiFish	46_Sillaginidae	493
ClaidentTutorial__Sample16__MiFish	47_Alestidae	492
ClaidentTutorial__Sample16__MiFish	48_Scombridae	0
ClaidentTutorial__Sample16__MiFish	49_Albulidae	490
ClaidentTutorial__Sample16__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample16__MiFish	51_others	5418
ClaidentTutorial__Sample17__MiFish	01_Cyprinidae	994
ClaidentTutorial__Sample17__MiFish	02_Engraulidae	987
ClaidentTutorial__Sample17__MiFish	03_Clupeidae	985
ClaidentTutorial__Sample17__MiFish	04_Gobiidae	494
ClaidentTutorial__Sample17__MiFish	05_Danionidae	491
ClaidentTutorial__Sample17__MiFish	06_Gobionidae	1483
ClaidentTutorial__Sample17__MiFish	07_Acheilognathidae	493
ClaidentTutorial__Sample17__MiFish	08_Nemacheilidae	0
ClaidentTutorial__Sample17__MiFish	09_Nothobranchiidae	0
ClaidentTutorial__Sample17__MiFish	10_Siganidae	494
ClaidentTutorial__Sample17__MiFish	11_Poeciliidae	486
ClaidentTutorial__Sample17__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample17__MiFish	13_Leuciscidae	492
ClaidentTutorial__Sample17__MiFish	14_Osphronemidae	496
ClaidentTutorial__Sample17__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample17__MiFish	16_Umbridae	0
ClaidentTutorial__Sample17__MiFish	17_Tetraodontidae	491
ClaidentTutorial__Sample17__MiFish	18_Cobitidae	491
ClaidentTutorial__Sample17__MiFish	19_Notopteridae	493
ClaidentTutorial__Sample17__MiFish	20_Synodontidae	494
ClaidentTutorial__Sample17__MiFish	21_Soleidae	0
ClaidentTutorial__Sample17__MiFish	22_Sinipercidae	0
ClaidentTutorial__Sample17__MiFish	23_Nemipteridae	494
ClaidentTutorial__Sample17__MiFish	24_Centrarchidae	0
ClaidentTutorial__Sample17__MiFish	25_Eleginopidae	491
ClaidentTutorial__Sample17__MiFish	26_Alepocephalidae	485
ClaidentTutorial__Sample17__MiFish	27_Cichlidae	992
ClaidentTutorial__Sample17__MiFish	28_Labridae	501
ClaidentTutorial__Sample17__MiFish	29_Cottidae	496
ClaidentTutorial__Sample17__MiFish	30_Rhombosoleidae	489
ClaidentTutorial__Sample17__MiFish	31_Doradidae	0
ClaidentTutorial__Sample17__MiFish	32_Apogonidae	494
ClaidentTutorial__Sample17__MiFish	33_Molidae	497
ClaidentTutorial__Sample17__MiFish	34_Holocentridae	494
ClaidentTutorial__Sample17__MiFish	35_Pomacanthidae	494
ClaidentTutorial__Sample17__MiFish	36_Zenionidae	491
ClaidentTutorial__Sample17__MiFish	37_Ariidae	491
ClaidentTutorial__Sample17__MiFish	38_Cyprinodontidae	492
ClaidentTutorial__Sample17__MiFish	39_Muraenidae	0
ClaidentTutorial__Sample17__MiFish	40_unidentified_Teleostei	0
ClaidentTutorial__Sample17__MiFish	41_Polynemidae	0
ClaidentTutorial__Sample17__MiFish	42_Channidae	496
ClaidentTutorial__Sample17__MiFish	43_Epigonidae	0
ClaidentTutorial__Sample17__MiFish	44_Serranidae	496
ClaidentTutorial__Sample17__MiFish	45_Pegasidae	495
ClaidentTutorial__Sample17__MiFish	46_Sillaginidae	493
ClaidentTutorial__Sample17__MiFish	47_Alestidae	497
ClaidentTutorial__Sample17__MiFish	48_Scombridae	0
ClaidentTutorial__Sample17__MiFish	49_Albulidae	492
ClaidentTutorial__Sample17__MiFish	50_Aracanidae	0
ClaidentTutorial__Sample17__MiFish	51_others	4405
ClaidentTutorial__Sample18__MiFish	01_Cyprinidae	1973
ClaidentTutorial__Sample18__MiFish	02_Engraulidae	983
ClaidentTutorial__Sample18__MiFish	03_Clupeidae	988
ClaidentTutorial__Sample18__MiFish	04_Gobiidae	492
ClaidentTutorial__Sample18__MiFish	05_Danionidae	491
ClaidentTutorial__Sample18__MiFish	06_Gobionidae	993
ClaidentTutorial__Sample18__MiFish	07_Acheilognathidae	493
ClaidentTutorial__Sample18__MiFish	08_Nemacheilidae	0
ClaidentTutorial__Sample18__MiFish	09_Nothobranchiidae	0
ClaidentTutorial__Sample18__MiFish	10_Siganidae	502
ClaidentTutorial__Sample18__MiFish	11_Poeciliidae	497
ClaidentTutorial__Sample18__MiFish	12_Stomiidae	0
ClaidentTutorial__Sample18__MiFish	13_Leuciscidae	1474
ClaidentTutorial__Sample18__MiFish	14_Osphronemidae	494
ClaidentTutorial__Sample18__MiFish	15_Xenocyprididae	0
ClaidentTutorial__Sample18__MiFish	16_Umbridae	0
ClaidentTutorial__Sample18__MiFish	17_Tetraodontidae	979
ClaidentTutorial__Sample18__MiFish	18_Cobitidae	489
ClaidentTutorial__Sample18__MiFish	19_Notopteridae	0
ClaidentTutorial__Sample18__MiFish	20_Synodontidae	0
ClaidentTutorial__Sample18__MiFish	21_Soleidae	491
ClaidentTutorial__Sample18__MiFish	22_Sinipercidae	0
ClaidentTutorial__Sample18__MiFish	23_Nemipteridae	497
ClaidentTutorial__Sample18__MiFish	24_Centrarchidae	490
ClaidentTutorial__Sample18__MiFish	25_Eleginopidae	496
